SYNTAX	DESCRIPTION	CLASS	TYPE	GROUP	CATEGORY	KEYWORDS	TIO	DOCS
⎕DMX.(Category ENX)≡'Object oriented programming'107	this function needs to take an argument	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'108	:Access is not permitted in this function	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'109	unbalanced quotes detected	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'11	a type must be specified	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'110	interface method has not been implemented	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'111	the included function has an invalid :Signature statement	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'112	the included function has an invalid :Implements statement	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'113	the line is too long	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'114	override or overridable is not permitted in a shared function	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'115	fix was cancelled by user	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'116	cannot read required file	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'117	:Require not permitted at this location	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'118	name already has a value, and cannot be overwritten by :Require	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'119	assignment is not permitted in a :Required file	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'12	invalid character	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'120	assignment is not permitted outside of a :Class or :Namespace	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'121	unnamed namespaces are not permitted when fixing multiple objects	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'122	cannot terminate this definition with :EndSection	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'123	Class was not successfully fixed	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'124	Base class has not been resolved	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'125	Include has not been resolved	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'126	Invalid :Using expression	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'13	invalid statement for return type	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'14	return type not specified	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'15	bad access type	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'16	bad implements type	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'17	invalid property name[s]	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'18	base class is not a class	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'19	base class is sealed	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'2	There were errors processing the script	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'20	: base expected	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'21	conflicting attributes given	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'22	invalid trigger target name[s]	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'23	declared interface member not found. Either the member does not exist or the function syntax is incompatible	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'24	no acceptable method to override. Either the method does not exist or the function syntax is incompatible	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'25	:Returns is no longer supported. Use :Signature instead	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'26	:ParameterList is no longer supported. Use :Signature instead	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'27	invalid name list	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'28	cannot find type	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'29	invalid interface name	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'3	No matching constructor	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'30	invalid base class or interface declaration	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'31	only interfaces can be declared after the base class	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'32	recursive class definitions not permitted	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'33	invalid GUI base class specified	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'34	duplicate access statements not permitted	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'35	duplicate implements statements not permitted	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'36	unexpected access statement encountered	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'37	unrecognised keyword encountered	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'38	statement not permitted in an interface	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'39	name already has a value	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'4	attribute target must be ended with ">"	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'40	could not fix function	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'41	implementation in an interface is not allowed	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'42	function not terminated	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'43	error initializing field	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'44	a field must have a name	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'45	only initializer available after field name	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'46	an event must have a name	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'47	invalid property function header	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'48	invalid or empty property declaration	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'49	property not terminated	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'5	attribute target must be named	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'50	duplicate property type specified	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'51	contradictory property type specified	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'52	unrecognized property type	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'53	a property must have a name	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'54	filename must be enclosed in double quotes	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'55	unrecognised pragma	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'56	line pragma must include line number	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'57	line end pragma must include line count	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'58	filename not given in line pragma	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'59	include target can only be a namespace	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'6	invalid sub-target for attribute	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'60	include overwrites existing name.	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'61	no include target specified	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'62	statement not expected at this location	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'63	:Using or :Access must appear before all other statements in a class definition	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'64	statements are not permitted outside of a definition	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'65	item not permitted in an interface	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'66	this function cannot return a result	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'67	this function cannot take a left argument	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'68	this function cannot take an argument	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'69	a destructor cannot be public	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'7	attribute Type must be specified	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'70	a constructor cannot be private	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'71	a constructor cannot be shared	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'72	a destructor cannot be shared	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'73	public operators are not permitted	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'74	cannot terminate this definition with :EndNamespace	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'75	cannot terminate this definition with :EndClass	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'76	cannot terminate this definition with :EndInterface	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'77	cannot terminate this definition with :End	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'78	incomplete :Property declaration	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'79	only a Class can contain a field	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'8	error executing line	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'80	bad value for a field	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'81	:Access types can only be specified once	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'82	invalid :Access for a class	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'83	namespace, class, or interface not terminated	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'84	mismatched dels in definition	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'85	further statements not permitted	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'86	all line pragmas must refer to the same file	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'87	incomplete line pragma	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'88	an empty field initializer was encountered	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'89	a nested class cannot be unnamed	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'9	error retrieving field values	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'90	there must be white space between : and class name	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'91	invalid array specification	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'92	a namespace is not permitted at this location	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'93	a private class cannot be used in a signature	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'94	specified interface is not implemented	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'95	a property then implements an interface property can only define one property	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'96	a default property can only implement one named property	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'97	this property type should not implement a "shape" function	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'98	this property type must implement a "shape" function	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Object oriented programming'99	a function implementing an interface member cannot be private	Constant	Expression	Object oriented programming	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Profiling'1	Cannot change timer without first clearing collected data	Constant	Expression	Profiling	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Profiling'2	No timer in use	Constant	Expression	Profiling	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'RIDE'1	Disabled in this environment	Constant	Expression	Ride	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'1	Right argument must be a name and a shape. Example: 'Beta' (3 15)	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'10	Left argument for the Cauchy distribution is a location value followed by a non-zero scale value	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'11	Left argument for the Chi Squared distribution is a non-negative degree of freedom number	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'12	Left argument for the Exponential distribution is a non-negative rate number	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'13	Left argument for the F distribution is two positive numbers larger than epsilon	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'14	Left argument for the Gamma distribution is two non-negative numbers	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'15	Left argument for the Inverse Gamma distribution is two non-negative numbers	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'16	Left argument for the Laplace distribution is a location value followed by a non-negative scale value	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'17	Left argument for the Logistic distribution is a location value followed by a non-negative scale value	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'18	Left argument for the Log Normal distribution is a location value followed by a non-negative scale value	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'19	Left argument for the Normal distribution is a location value followed by a non-negative scale value	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'2	Supplied name is not a supported distribution	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'20	Left argument for the Poisson distribution is a non-negative rate value	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'21	Left argument for the Student T distribution is a positive degree-of-freedom value greater than epsilon	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
